kod_ucznia,rok,rocznik,plec,poczta,wojewodztwo,zainteresowanie,poziom_stypendium
65391,1999,1982,K,Oświęcim,małopolskie,muzyka,2
65391,2000,1982,K,Oświęcim,małopolskie,muzyka,3
473441,2009,1991,K,Szczecin,zachodniopomorskie,humanistyka,1
303595,2006,1989,K,Wielbark,warmińsko-mazurskie,biologia,1
844468,2001,1985,M,Katowice,śląskie,informatyka,1
844468,2002,1985,M,Katowice,śląskie,informatyka,3
844468,2003,1985,M,Katowice,śląskie,informatyka,3
883541,2002,1987,M,Kraków,małopolskie,informatyka,1
889018,2005,1987,K,Warszawa,mazowieckie,humanistyka,2
357132,2006,1996,K,Opole,opolskie,matematyka,1
357132,2007,1996,K,Opole,opolskie,matematyka,1
357132,2008,1996,K,Opole,opolskie,matematyka,1
357132,2009,1996,K,Opole,opolskie,matematyka,2
357132,2010,1996,K,Opole,opolskie,matematyka,2
837297,2001,1984,K,Radomsko,łódzkie,chemia,1
837297,2002,1984,K,Radomsko,łódzkie,chemia,3
614530,2009,1993,K,Dębowa Kłoda,lubelskie,humanistyka,1
614530,2010,1993,K,Dębowa Kłoda,lubelskie,humanistyka,1
402759,1998,1980,K,Siedlce,siedleckie,humanistyka,1
909071,2010,1993,M,Rawa Mazowiecka,łódzkie,chemia,1
859347,1997,1981,M,Bydgoszcz,bydgoskie,historia,1
859347,1997,1981,M,Bydgoszcz,bydgoskie,muzyka,1
220780,1997,1980,M,Poznań,poznańskie,humanistyka,2
220780,1998,1980,M,Poznań,poznańskie,humanistyka,2
386756,1997,1982,M,Kęty,małopolskie,matematyka,3
386756,1998,1982,M,Kęty,małopolskie,matematyka,3
386756,1999,1982,M,Kęty,małopolskie,matematyka,3
386756,2000,1982,M,Kęty,małopolskie,matematyka,3
142680,1997,1979,M,Kielce,kieleckie,matematyka,3
994868,1997,1980,M,Toruń,toruńskie,humanistyka,3
538850,1998,1984,K,Warszawa,warszawskie,matematyka,1
648177,2010,1995,K,Małkinia Górna,mazowieckie,matematyka,1
258405,1999,1985,M,Kowalewo Pomorskie,kujawsko-pomorskie,matematyka,1
258405,2000,1985,M,Kowalewo Pomorskie,kujawsko-pomorskie,matematyka,2
258405,2001,1985,M,Kowalewo Pomorskie,kujawsko-pomorskie,matematyka,3
258405,2002,1985,M,Kowalewo Pomorskie,kujawsko-pomorskie,matematyka,3
258405,2003,1985,M,Kowalewo Pomorskie,kujawsko-pomorskie,matematyka,3
629971,2006,1988,K,Siedlce,mazowieckie,biologia,1
4126,2005,1987,K,Szczecin,zachodniopomorskie,chemia,1
476390,1998,1987,M,Pleszew,wielkopolskie,matematyka,1
754616,2001,1991,M,Warszawa,mazowieckie,matematyka,1
754616,2002,1991,M,Warszawa,mazowieckie,matematyka,2
754616,2003,1991,M,Warszawa,mazowieckie,matematyka,2
754616,2004,1991,M,Warszawa,mazowieckie,matematyka,3
754616,2005,1991,M,Warszawa,mazowieckie,matematyka,3
754616,2006,1991,M,Warszawa,mazowieckie,matematyka,3
754616,2007,1991,M,Warszawa,mazowieckie,matematyka,3
754616,2008,1991,M,Warszawa,mazowieckie,matematyka,3
754616,2009,1991,M,Warszawa,mazowieckie,matematyka,3
789647,2009,1992,K,Pyskowice,śląskie,biologia,1
789647,2010,1992,K,Pyskowice,śląskie,biologia,1
837982,2000,1986,M,Słubice,lubuskie,biologia,1
837982,2001,1986,M,Słubice,lubuskie,biologia,2
837982,2002,1986,M,Słubice,lubuskie,biologia,3
837982,2003,1986,M,Słubice,lubuskie,biologia,3
837982,2004,1986,M,Słubice,lubuskie,biologia,3
487659,2003,1987,K,Boniewo,kujawsko-pomorskie,biologia,1
487659,2004,1987,K,Boniewo,kujawsko-pomorskie,biologia,1
448588,2005,1987,M,Łódź,łódzkie,filozofia,1
907350,2006,1989,M,Grójec,mazowieckie,informatyka,3
907350,2007,1989,M,Grójec,mazowieckie,informatyka,3
725773,2009,1991,M,Warszawa,mazowieckie,historia,1
894590,1998,1980,M,Bydgoszcz,bydgoskie,informatyka,3
676185,1998,1983,M,Olsztyn,warmińsko-mazurskie,chemia,2
676185,1999,1983,M,Olsztyn,warmińsko-mazurskie,chemia,2
272651,1997,1980,M,Kraków,krakowskie,humanistyka,3
272651,1998,1980,M,Kraków,krakowskie,humanistyka,3
271443,2007,1990,M,Zduńska Wola,łódzkie,historia,1
271443,2008,1990,M,Zduńska Wola,łódzkie,historia,2
540054,2009,1993,M,Grabówka,podlaskie,matematyka,1
371685,2003,1986,M,Kraków,małopolskie,matematyka,3
62340,2003,1987,K,Bielsko-Biała,śląskie,humanistyka,1
157197,2001,1991,M,Łobżenica,wielkopolskie,matematyka,1
157197,2002,1991,M,Łobżenica,wielkopolskie,matematyka,1
157197,2003,1991,M,Łobżenica,wielkopolskie,matematyka,2
157197,2004,1991,M,Łobżenica,wielkopolskie,matematyka,2
157197,2005,1991,M,Łobżenica,wielkopolskie,matematyka,2
157197,2006,1991,M,Łobżenica,wielkopolskie,matematyka,2
157197,2007,1991,M,Łobżenica,wielkopolskie,matematyka,2
827490,2007,1990,M,Kraków,małopolskie,,3
827490,2008,1990,M,Kraków,małopolskie,,3
912934,2010,2000,M,Gdańsk,pomorskie,muzyka,1
405266,1997,1979,M,Piła,pilskie,matematyka,3
603535,2007,1990,M,Krosno,podkarpackie,fizyka,1
603535,2008,1990,M,Krosno,podkarpackie,fizyka,1
857746,2006,1990,K,Tarnowskie Góry,śląskie,,1
675936,2008,1992,K,Gdańsk,pomorskie,biologia,1
137473,2002,1987,M,Lublin,lubelskie,historia,1
137473,2003,1987,M,Lublin,lubelskie,historia,2
137473,2004,1987,M,Lublin,lubelskie,historia,3
137473,2005,1987,M,Lublin,lubelskie,historia,3
581356,2007,1998,K,Polkowice,dolnośląskie,humanistyka,1
581356,2008,1998,K,Polkowice,dolnośląskie,humanistyka,1
581356,2009,1998,K,Polkowice,dolnośląskie,humanistyka,2
581356,2010,1998,K,Polkowice,dolnośląskie,humanistyka,2
869032,2008,1995,M,Polkowice,dolnośląskie,historia,1
869032,2009,1995,M,Polkowice,dolnośląskie,historia,1
766243,2007,1990,K,Polkowice,dolnośląskie,humanistyka,1
766243,2008,1990,K,Polkowice,dolnośląskie,humanistyka,2
883107,2007,1991,K,Kolbuszowa,podkarpackie,,2
883107,2008,1991,K,Kolbuszowa,podkarpackie,,2
190910,2010,1996,K,Opole,opolskie,matematyka,1
753378,1999,1991,M,Kozienice,mazowieckie,wielokierunkowe,1
287487,2005,1987,M,Nowogard,zachodniopomorskie,nauki społeczne,1
617589,2009,1992,M,Poznań,wielkopolskie,chemia,1
617589,2010,1992,M,Poznań,wielkopolskie,chemia,1
719611,2009,1993,K,Łabiszyn,kujawsko-pomorskie,chemia,1
719611,2010,1993,K,Łabiszyn,kujawsko-pomorskie,chemia,1
887788,2006,1987,K,Warszawa,mazowieckie,humanistyka,1
53538,2006,1996,M,Kraków,małopolskie,historia,2
53538,2007,1996,M,Kraków,małopolskie,historia,2
53538,2008,1996,M,Kraków,małopolskie,historia,1
53538,2009,1996,M,Kraków,małopolskie,historia,2
53538,2010,1996,M,Kraków,małopolskie,historia,1
854516,2006,1988,M,Jaworzno,śląskie,biologia,2
586037,1997,1984,M,Warszawa,warszawskie,humanistyka,1
709666,2007,1993,M,Kościerzyna,pomorskie,chemia,1
709666,2008,1993,M,Kościerzyna,pomorskie,chemia,2
709666,2009,1993,M,Kościerzyna,pomorskie,chemia,2
902131,2007,1991,K,Bytom,śląskie,plastyka,1
902131,2008,1991,K,Bytom,śląskie,plastyka,2
902131,2009,1991,K,Bytom,śląskie,plastyka,2
209565,2007,1993,M,Chęciny,świętokrzyskie,informatyka,1
177257,2010,1996,M,Elbląg,warmińsko-mazurskie,,2
395421,1997,1984,K,Wrocław,wrocławskie,humanistyka,2
395421,1998,1984,K,Wrocław,wrocławskie,humanistyka,1
138157,1997,1982,K,Tarnów,tarnowskie,humanistyka,1
138157,1997,1982,K,Tarnów,tarnowskie,matematyka,1
782309,2003,1986,M,Garbów,lubelskie,astronomia,1
480603,2001,1983,M,Gdynia,pomorskie,fizyka,1
164375,2002,1984,M,Pszczyna,śląskie,fizyka,1
976456,2002,1986,M,Piotrków Trybunalski,łódzkie,fizyka,1
135218,2004,1987,M,Wilków,opolskie,historia,1
135218,2005,1987,M,Wilków,opolskie,historia,2
394301,2005,1989,M,Gdynia,pomorskie,informatyka,1
394301,2006,1989,M,Gdynia,pomorskie,informatyka,2
394301,2007,1989,M,Gdynia,pomorskie,informatyka,3
144877,2006,1990,M,Łapy,podlaskie,fizyka,1
408729,1997,1983,K,Warszawa,warszawskie,humanistyka,2
779982,2007,1994,M,Olsztyn,warmińsko-mazurskie,fizyka,2
779982,2008,1994,M,Olsztyn,warmińsko-mazurskie,fizyka,2
779982,2009,1994,M,Olsztyn,warmińsko-mazurskie,fizyka,1
208607,2008,1992,K,Nisko,podkarpackie,fizyka,1
208607,2009,1992,K,Nisko,podkarpackie,fizyka,1
208607,2010,1992,K,Nisko,podkarpackie,fizyka,2
760928,1997,1980,K,Szczecin,szczecińskie,chemia,1
587656,2009,1991,M,Rzeszów,podkarpackie,historia,1
379580,2008,1990,M,Kraków,małopolskie,chemia,1
379580,2009,1990,M,Kraków,małopolskie,chemia,2
492760,1997,1978,M,Płock,płockie,biologia,1
909766,1998,1987,M,Biecz,małopolskie,plastyka,3
909766,1999,1987,M,Biecz,małopolskie,plastyka,3
909766,2000,1987,M,Biecz,małopolskie,plastyka,2
909766,2001,1987,M,Biecz,małopolskie,plastyka,2
909766,2002,1987,M,Biecz,małopolskie,plastyka,2
909766,2003,1987,M,Biecz,małopolskie,plastyka,2
909766,2004,1987,M,Biecz,małopolskie,plastyka,2
909766,2005,1987,M,Biecz,małopolskie,plastyka,2
751635,1999,1981,K,Legnica,dolnośląskie,humanistyka,2
869247,2007,1992,K,Smyków,świętokrzyskie,humanistyka,2
869247,2008,1992,K,Smyków,świętokrzyskie,humanistyka,3
869247,2009,1992,K,Smyków,świętokrzyskie,humanistyka,3
869247,2010,1992,K,Smyków,świętokrzyskie,humanistyka,3
521337,2009,1993,K,Poznań,wielkopolskie,humanistyka,1
120456,2010,1995,M,Kołobrzeg,zachodniopomorskie,chemia,1
550702,2002,1988,M,Warszawa,mazowieckie,matematyka,1
550702,2003,1988,M,Warszawa,mazowieckie,matematyka,1
44137,1997,1980,M,Zbiersk Kolonia,kaliskie,matematyka,1
659955,2005,1989,M,Kliniska Wielkie,zachodniopomorskie,chemia,1
659955,2006,1989,M,Kliniska Wielkie,zachodniopomorskie,chemia,1
659955,2007,1989,M,Kliniska Wielkie,zachodniopomorskie,chemia,2
141893,2001,1983,M,Radom,mazowieckie,matematyka,1
732385,2005,1987,M,Rzeszów,podkarpackie,biologia,1
873051,2009,1994,K,Katowice,śląskie,,2
873051,2010,1994,K,Katowice,śląskie,,3
356203,2001,1986,K,Jasło,podkarpackie,humanistyka,1
356203,2002,1986,K,Jasło,podkarpackie,humanistyka,1
346040,1997,1981,M,Katowice,śląskie,chemia,3
346040,1998,1981,M,Katowice,śląskie,chemia,2
346040,1999,1981,M,Katowice,śląskie,chemia,3
151146,2007,1997,K,Rybnik,śląskie,,2
151146,2008,1997,K,Rybnik,śląskie,,3
151146,2009,1997,K,Rybnik,śląskie,,3
151146,2010,1997,K,Rybnik,śląskie,,3
498153,2007,1990,M,Częstochowa,śląskie,astronomia,2
274153,2008,1991,K,Radziechowy,śląskie,historia,1
274153,2009,1991,K,Radziechowy,śląskie,historia,2
329460,2009,1997,M,Łódź,łódzkie,fizyka,1
329460,2010,1997,M,Łódź,łódzkie,fizyka,2
634621,2010,1999,K,Wrzosowa,śląskie,muzyka,1
157691,2001,1984,K,Swarzędz,wielkopolskie,humanistyka,1
157691,2002,1984,K,Swarzędz,wielkopolskie,humanistyka,2
88970,2004,1993,K,Marki,mazowieckie,,1
88970,2005,1993,K,Marki,mazowieckie,,2
88970,2006,1993,K,Marki,mazowieckie,,3
88970,2007,1993,K,Marki,mazowieckie,,3
88970,2008,1993,K,Marki,mazowieckie,,3
88970,2009,1993,K,Marki,mazowieckie,,3
88970,2010,1993,K,Marki,mazowieckie,,3
8589,2009,1991,K,Rybnik,śląskie,biologia,1
996918,1997,1981,M,Warszawa,warszawskie,fizyka,3
996918,1998,1981,M,Warszawa,warszawskie,fizyka,3
617671,2008,1990,M,Ostrołęka,mazowieckie,astronomia,2
632488,2000,1986,M,Mściwojów,dolnośląskie,historia,1
632488,2001,1986,M,Mściwojów,dolnośląskie,historia,1
632488,2002,1986,M,Mściwojów,dolnośląskie,historia,2
632488,2003,1986,M,Mściwojów,dolnośląskie,historia,2
632488,2004,1986,M,Mściwojów,dolnośląskie,historia,2
783716,2006,1988,M,Grudziądz,kujawsko-pomorskie,geografia,2
157733,2010,1994,K,Dobre,kujawsko-pomorskie,fizyka,2
40466,1998,1981,K,Sochaczew,skierniewickie,humanistyka,1
699913,2008,1991,K,Słupsk,pomorskie,chemia,1
357805,1998,1983,K,Płock,mazowieckie,matematyka,1
357805,1999,1983,K,Płock,mazowieckie,matematyka,1
100350,2003,1990,M,Zalesie,lubelskie,biologia,1
5501,1997,1982,K,Kalisz,wielkopolskie,plastyka,3
5501,1998,1982,K,Kalisz,wielkopolskie,plastyka,3
5501,1999,1982,K,Kalisz,wielkopolskie,plastyka,3
5501,2000,1982,K,Kalisz,wielkopolskie,plastyka,2
545978,2004,1990,K,Gdańsk,pomorskie,muzyka,2
545978,2005,1990,K,Gdańsk,pomorskie,muzyka,2
545978,2006,1990,K,Gdańsk,pomorskie,muzyka,2
254264,2010,1993,M,Słupsk,pomorskie,biologia,1
503463,2009,1998,K,Białystok,podlaskie,matematyka,1
503463,2010,1998,K,Białystok,podlaskie,matematyka,1
559668,2008,1993,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
559668,2009,1993,M,Bydgoszcz,kujawsko-pomorskie,matematyka,2
559668,2010,1993,M,Bydgoszcz,kujawsko-pomorskie,matematyka,2
414116,2009,1994,M,Białystok,podlaskie,informatyka,1
414116,2010,1994,M,Białystok,podlaskie,informatyka,2
976880,1997,1980,M,Gdynia,gdańskie,matematyka,3
387425,1997,1983,M,Opoczno,łódzkie,fizyka,1
387425,1999,1983,M,Opoczno,łódzkie,fizyka,2
387425,2000,1983,M,Opoczno,łódzkie,fizyka,3
387425,2001,1983,M,Opoczno,łódzkie,fizyka,2
382690,2002,1992,K,Poznań,dolnośląskie,humanistyka,2
382690,2003,1992,K,Poznań,dolnośląskie,humanistyka,2
382690,2004,1992,K,Poznań,dolnośląskie,humanistyka,2
382690,2005,1992,K,Poznań,dolnośląskie,humanistyka,3
382690,2006,1992,K,Poznań,dolnośląskie,humanistyka,3
382690,2007,1992,K,Poznań,dolnośląskie,humanistyka,3
382690,2008,1992,K,Poznań,dolnośląskie,humanistyka,2
953466,2000,1985,M,Leszno,wielkopolskie,humanistyka,1
483351,2003,1988,M,Rzeszów,podkarpackie,fizyka,1
483351,2004,1988,M,Rzeszów,podkarpackie,fizyka,1
483351,2006,1988,M,Rzeszów,podkarpackie,fizyka,2
49515,2003,1986,M,Rymanów Zdrój,podkarpackie,historia,1
49515,2004,1986,M,Rymanów Zdrój,podkarpackie,historia,1
688323,1998,1984,M,Izabelin - Truskaw,mazowieckie,astronomia,2
688323,1999,1984,M,Izabelin - Truskaw,mazowieckie,astronomia,2
688323,2000,1984,M,Izabelin - Truskaw,mazowieckie,astronomia,1
601665,2004,1986,K,Główczyce,pomorskie,geografia,1
964913,2005,1989,K,Sanok,podkarpackie,fizyka,1
964913,2006,1989,K,Sanok,podkarpackie,fizyka,1
964913,2007,1989,K,Sanok,podkarpackie,fizyka,3
66554,2005,1987,K,Bielsko-Biała,śląskie,biologia,1
292980,2005,1988,M,Łódź,łódzkie,biologia,1
745068,2005,1991,M,Ustronie Morskie,zachodniopomorskie,matematyka,1
745068,2006,1991,M,Ustronie Morskie,zachodniopomorskie,matematyka,1
745068,2007,1991,M,Ustronie Morskie,zachodniopomorskie,matematyka,2
745068,2008,1991,M,Ustronie Morskie,zachodniopomorskie,matematyka,2
745068,2009,1991,M,Ustronie Morskie,zachodniopomorskie,matematyka,2
100705,2005,1989,M,Aleksandrów Łódzki,łódzkie,fizyka,1
100705,2006,1989,M,Aleksandrów Łódzki,łódzkie,fizyka,2
100705,2007,1989,M,Aleksandrów Łódzki,łódzkie,fizyka,3
973588,1997,1984,K,Kraków,małopolskie,humanistyka,2
973588,1998,1984,K,Kraków,małopolskie,humanistyka,1
973588,1999,1984,K,Kraków,małopolskie,humanistyka,2
973588,2000,1984,K,Kraków,małopolskie,humanistyka,1
533800,2007,1991,M,Koziegłowy,śląskie,technika,2
533800,2008,1991,M,Koziegłowy,śląskie,technika,2
998321,2009,1992,M,Zarszyn,podkarpackie,biologia,1
556500,2009,1991,M,Słupsk,pomorskie,historia,1
246477,2010,1999,M,Daleszyce,świętokrzyskie,nauki społeczne,1
856914,1999,1987,M,Szczecin,zachodniopomorskie,matematyka,1
856914,2000,1987,M,Szczecin,zachodniopomorskie,matematyka,1
985548,2000,1983,M,Sochaczew,mazowieckie,chemia,3
985548,2001,1983,M,Sochaczew,mazowieckie,chemia,3
427759,2008,1990,M,Lublin,lubelskie,geografia,2
232154,2004,1989,K,Lublin,lubelskie,humanistyka,2
232154,2005,1989,K,Lublin,lubelskie,humanistyka,2
232154,2006,1989,K,Lublin,lubelskie,humanistyka,2
232154,2007,1989,K,Lublin,lubelskie,humanistyka,3
70084,2007,1990,M,Dubiecko,podkarpackie,chemia,1
70084,2008,1990,M,Dubiecko,podkarpackie,chemia,1
771377,2007,1992,M,Bystrzyca Kłodzka,dolnośląskie,matematyka,1
771377,2008,1992,M,Bystrzyca Kłodzka,dolnośląskie,matematyka,2
771377,2009,1992,M,Bystrzyca Kłodzka,dolnośląskie,matematyka,2
253780,2006,1990,M,Bochnia,małopolskie,matematyka,3
253780,2007,1990,M,Bochnia,małopolskie,matematyka,3
253780,2008,1990,M,Bochnia,małopolskie,matematyka,3
220545,2002,1984,M,Pustków Osiedle,podkarpackie,chemia,1
834111,2004,1995,K,Jaworzno,śląskie,humanistyka,1
834111,2006,1995,K,Jaworzno,śląskie,humanistyka,2
834111,2007,1995,K,Jaworzno,śląskie,humanistyka,2
834111,2008,1995,K,Jaworzno,śląskie,humanistyka,1
322965,1999,1981,M,Kraków,małopolskie,historia,2
589823,1999,1983,M,Bydgoszcz,kujawsko-pomorskie,informatyka,2
589823,2000,1983,M,Bydgoszcz,kujawsko-pomorskie,informatyka,2
589823,2001,1983,M,Bydgoszcz,kujawsko-pomorskie,informatyka,1
19396,2004,1989,K,Szczecin,zachodniopomorskie,matematyka,1
19396,2005,1989,K,Szczecin,zachodniopomorskie,matematyka,3
19396,2006,1989,K,Szczecin,zachodniopomorskie,matematyka,3
33959,2010,1999,K,Gdynia,pomorskie,fizyka,1
30038,1998,1984,K,Warszawa,mazowieckie,humanistyka,2
30038,1999,1984,K,Warszawa,mazowieckie,humanistyka,3
30038,2000,1984,K,Warszawa,mazowieckie,humanistyka,3
30038,2001,1984,K,Warszawa,mazowieckie,humanistyka,3
30038,2002,1984,K,Warszawa,mazowieckie,humanistyka,3
810643,2003,1987,K,Lubaczów,podkarpackie,humanistyka,1
810643,2004,1987,K,Lubaczów,podkarpackie,humanistyka,1
211897,2005,1989,M,Bielsko-Biała,śląskie,matematyka,1
211897,2006,1989,M,Bielsko-Biała,śląskie,matematyka,2
211897,2007,1989,M,Bielsko-Biała,śląskie,matematyka,2
31242,2005,1990,M,Gostyń,śląskie,informatyka,1
31242,2006,1990,M,Gostyń,śląskie,informatyka,3
31242,2007,1990,M,Gostyń,śląskie,informatyka,3
31242,2008,1990,M,Gostyń,śląskie,informatyka,3
636652,2010,1993,M,Konin,śląskie,chemia,1
314934,1997,1981,M,Kłaj,małopolskie,chemia,1
314934,1998,1981,M,Kłaj,małopolskie,chemia,2
314934,1999,1981,M,Kłaj,małopolskie,chemia,3
524714,1997,1980,M,Toruń,toruńskie,astronomia,2
524714,1997,1980,M,Toruń,toruńskie,fizyka,2
334706,2000,1987,M,Wrocław,dolnośląskie,matematyka,1
299127,2010,1992,M,Wrocław,dolnośląskie,plastyka,1
364919,1997,1984,M,Krosno,krośnieńskie,historia,1
925810,2000,1984,M,Gniew,pomorskie,biologia,1
925810,2001,1984,M,Gniew,pomorskie,biologia,1
858180,2006,1988,K,Rzeszów,podkarpackie,plastyka,1
97049,2006,1988,K,Rzeszów,podkarpackie,humanistyka,1
605829,1998,1986,M,Siedlce,mazowieckie,matematyka,2
605829,1999,1986,M,Siedlce,mazowieckie,matematyka,1
605829,2000,1986,M,Siedlce,mazowieckie,matematyka,1
400894,2009,1993,K,Łuków,lubelskie,humanistyka,1
239354,2003,1989,M,Szczecin,zachodniopomorskie,biologia,1
4868,2003,1990,K,Szczecin,zachodniopomorskie,matematyka,1
1139,2008,1996,K,Niedrzwica Duża,lubelskie,biologia,1
1139,2009,1996,K,Niedrzwica Duża,lubelskie,biologia,1
266044,2008,1999,M,Niedrzwica Duża,lubelskie,informatyka,1
266044,2009,1999,M,Niedrzwica Duża,lubelskie,informatyka,1
266044,2010,1999,M,Niedrzwica Duża,lubelskie,informatyka,2
752304,1999,1981,K,Radom,mazowieckie,filozofia,2
715679,2000,1988,K,Izabelin,mazowieckie,humanistyka,2
715679,2001,1988,K,Izabelin,mazowieckie,humanistyka,3
715679,2002,1988,K,Izabelin,mazowieckie,humanistyka,3
715679,2003,1988,K,Izabelin,mazowieckie,humanistyka,3
715679,2004,1988,K,Izabelin,mazowieckie,humanistyka,3
715679,2005,1988,K,Izabelin,mazowieckie,humanistyka,3
715679,2006,1988,K,Izabelin,mazowieckie,humanistyka,3
695382,2001,1984,M,Knurów,śląskie,humanistyka,1
196387,2003,1989,M,Tomaszów Maz.,łódzkie,informatyka,1
213745,2006,1991,K,Warszawa,mazowieckie,matematyka,1
213745,2007,1991,K,Warszawa,mazowieckie,matematyka,3
213745,2008,1991,K,Warszawa,mazowieckie,matematyka,3
213745,2009,1991,K,Warszawa,mazowieckie,matematyka,3
13647,2009,1992,M,Łódź,łódzkie,chemia,1
13647,2010,1992,M,Łódź,łódzkie,chemia,3
360895,0,1985,M,Łódź,łódzkie,geografia,1
360895,2000,1985,M,Łódź,łódzkie,geografia,1
688861,2004,1988,M,Szczecin,zachodniopomorskie,chemia,1
688861,2005,1988,M,Szczecin,zachodniopomorskie,chemia,3
688861,2006,1988,M,Szczecin,zachodniopomorskie,chemia,3
10343,1997,1979,M,Jaworzno,katowickie,chemia,2
10343,1997,1979,M,Jaworzno,katowickie,nauki społeczne,2
780705,2002,1988,K,Starzyno,pomorskie,humanistyka,1
780705,2003,1988,K,Starzyno,pomorskie,humanistyka,1
780705,2004,1988,K,Starzyno,pomorskie,humanistyka,2
780705,2005,1988,K,Starzyno,pomorskie,humanistyka,2
780705,2006,1988,K,Starzyno,pomorskie,humanistyka,2
236052,2004,1990,M,Starzyno,pomorskie,historia,1
236052,2005,1990,M,Starzyno,pomorskie,historia,1
206124,2007,1991,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
954697,2009,1992,M,Sanok,podkarpackie,humanistyka,1
954697,2010,1992,M,Sanok,podkarpackie,humanistyka,3
852596,1998,1980,M,Wrocław,wrocławskie,chemia,3
143537,2001,1986,K,Bolesławiec,dolnośląskie,humanistyka,1
143537,2002,1986,K,Bolesławiec,dolnośląskie,humanistyka,1
141447,2002,1987,M,Gdańsk,pomorskie,humanistyka,1
141447,2003,1987,M,Gdańsk,pomorskie,humanistyka,1
141447,2004,1987,M,Gdańsk,pomorskie,humanistyka,2
141447,2005,1987,M,Gdańsk,pomorskie,humanistyka,2
878515,2002,1988,M,Żywiec,śląskie,matematyka,1
999622,2003,1991,M,Warszawa,mazowieckie,,1
999622,2004,1991,M,Warszawa,mazowieckie,,2
999622,2005,1991,M,Warszawa,mazowieckie,,2
999622,2006,1991,M,Warszawa,mazowieckie,,2
999622,2007,1991,M,Warszawa,mazowieckie,,1
539876,1997,1979,K,Białystok,białostockie,humanistyka,3
714499,2006,1988,M,Lipnica,pomorskie,biologia,1
979926,2007,1993,K,Warszawa,mazowieckie,plastyka,2
979926,2009,1993,K,Warszawa,mazowieckie,plastyka,2
874669,2008,1993,K,Warszawa,mazowieckie,biologia,1
874669,2009,1993,K,Warszawa,mazowieckie,biologia,2
874669,2010,1993,K,Warszawa,mazowieckie,biologia,3
880215,1997,1980,K,Białystok,białostockie,humanistyka,2
880215,1997,1980,K,Białystok,białostockie,humanistyka,2
340266,2007,1992,K,Gdańsk Orunia,pomorskie,plastyka,3
340266,2008,1992,K,Gdańsk Orunia,pomorskie,plastyka,3
340266,2009,1992,K,Gdańsk Orunia,pomorskie,plastyka,3
410766,2007,1992,M,Bydgoszcz,kujawsko-pomorskie,informatyka,2
410766,2008,1992,M,Bydgoszcz,kujawsko-pomorskie,informatyka,2
410766,2009,1992,M,Bydgoszcz,kujawsko-pomorskie,informatyka,2
410766,2010,1992,M,Bydgoszcz,kujawsko-pomorskie,informatyka,2
29892,2008,1990,K,Przemyśl,podkarpackie,chemia,1
935357,1997,1983,K,Kielce,kieleckie,humanistyka,1
244662,1997,1981,M,Gdańsk,gdańskie,informatyka,1
380748,1998,1983,M,Zawiercie,katowickie,fizyka,1
486023,1997,1980,M,Radzyń Podlaski,bialskopodlaskie,astronomia,1
394306,2003,1987,K,Rzeszów,podkarpackie,geografia,1
394306,2004,1987,K,Rzeszów,podkarpackie,geografia,1
394306,2005,1987,K,Rzeszów,podkarpackie,geografia,2
232994,2007,1989,K,Garwolin,mazowieckie,humanistyka,1
519850,2008,1990,K,Wrocław,dolnośląskie,biologia,2
584628,2009,1995,M,Warszawa,mazowieckie,matematyka,2
584628,2010,1995,M,Warszawa,mazowieckie,matematyka,3
236598,2003,1987,M,Trzebinia,małopolskie,matematyka,1
236598,2004,1987,M,Trzebinia,małopolskie,matematyka,1
141190,2008,1995,M,Bolesławiec,dolnośląskie,matematyka,1
141190,2009,1995,M,Bolesławiec,dolnośląskie,matematyka,2
141190,2010,1995,M,Bolesławiec,dolnośląskie,matematyka,2
574898,1998,1981,M,Kraków,małopolskie,informatyka,3
574898,1999,1981,M,Kraków,małopolskie,informatyka,3
944683,2009,1991,K,Szczecin,zachodniopomorskie,humanistyka,1
419132,2009,1997,K,Rzeszów,podkarpackie,,2
419132,2010,1997,K,Rzeszów,podkarpackie,,2
181734,2003,1985,K,Sochaczew,mazowieckie,chemia,3
428981,2006,1991,M,Gostyń,wielkopolskie,historia,1
589043,2004,1988,M,Lublin,lubelskie,historia,1
589043,2005,1988,M,Lublin,lubelskie,historia,1
589043,2006,1988,M,Lublin,lubelskie,historia,2
813611,2003,1985,K,Częstochowa,śląskie,humanistyka,1
765699,1997,1983,K,Kraków,małopolskie,humanistyka,2
765699,1999,1983,K,Kraków,małopolskie,humanistyka,1
50455,2010,1993,M,Białystok,podlaskie,fizyka,1
815447,2004,1986,M,Katowice,śląskie,informatyka,1
518154,1998,1981,M,Lyski,śląskie,fizyka,2
518154,1999,1981,M,Lyski,śląskie,fizyka,1
565713,1999,1987,M,Ligota,śląskie,plastyka,1
565713,2000,1987,M,Ligota,śląskie,plastyka,2
565713,2001,1987,M,Ligota,śląskie,plastyka,2
565713,2002,1987,M,Ligota,śląskie,plastyka,3
565713,2003,1987,M,Ligota,śląskie,plastyka,2
565713,2004,1987,M,Ligota,śląskie,plastyka,3
565713,2005,1987,M,Ligota,śląskie,plastyka,3
229944,2004,1994,K,Warszawa,mazowieckie,biologia,1
229944,2005,1994,K,Warszawa,mazowieckie,biologia,1
