kod_ucznia,rok,rocznik,plec,poczta,wojewodztwo,zainteresowanie,poziom_stypendium
902365,1999,1982,M,Poznań,wielkopolskie,geografia,1
902365,2000,1982,M,Poznań,wielkopolskie,geografia,3
792343,1999,1983,M,Gdynia,pomorskie,informatyka,1
792343,2000,1983,M,Gdynia,pomorskie,informatyka,2
792343,2001,1983,M,Gdynia,pomorskie,informatyka,2
196757,1998,1983,M,Ostrów Wlkp.,wielkopolskie,plastyka,1
196757,1999,1983,M,Ostrów Wlkp.,wielkopolskie,plastyka,1
196757,2000,1983,M,Ostrów Wlkp.,wielkopolskie,plastyka,1
196757,2001,1983,M,Ostrów Wlkp.,wielkopolskie,plastyka,2
744646,2002,1992,K,Przemyśl,podkarpackie,,1
744646,2003,1992,K,Przemyśl,podkarpackie,,1
744646,2004,1992,K,Przemyśl,podkarpackie,,2
744646,2005,1992,K,Przemyśl,podkarpackie,,2
744646,2006,1992,K,Przemyśl,podkarpackie,,1
186794,2003,1989,K,Białystok,podlaskie,humanistyka,1
186794,2004,1989,K,Białystok,podlaskie,humanistyka,1
186794,2005,1989,K,Białystok,podlaskie,humanistyka,2
186794,2006,1989,K,Białystok,podlaskie,humanistyka,2
186794,2007,1989,K,Białystok,podlaskie,humanistyka,2
767740,2008,1992,M,Białystok,podlaskie,,1
767740,2009,1992,M,Białystok,podlaskie,,1
767740,2010,1992,M,Białystok,podlaskie,,2
216840,2008,1994,M,Ciechanów,mazowieckie,informatyka,1
216840,2009,1994,M,Ciechanów,mazowieckie,informatyka,1
323840,2008,1993,M,Jaworzno,śląskie,,1
323840,2009,1993,M,Jaworzno,śląskie,,2
323840,2010,1993,M,Jaworzno,śląskie,,2
773647,2008,1998,K,Białystok,podlaskie,,2
773647,2009,1998,K,Białystok,podlaskie,,3
773647,2010,1998,K,Białystok,podlaskie,,3
677968,2010,1992,K,Olsztyn,warmińsko-mazurskie,plastyka,2
534070,2000,1989,K,Gdańsk,pomorskie,humanistyka,1
534070,2004,1989,K,Gdańsk,pomorskie,humanistyka,1
534070,2005,1989,K,Gdańsk,pomorskie,humanistyka,1
534070,2007,1989,K,Gdańsk,pomorskie,humanistyka,2
745713,2001,1984,M,Wrocław,dolnośląskie,biologia,1
745713,2002,1984,M,Wrocław,dolnośląskie,biologia,3
98745,2001,1984,M,Wrocław,dolnośląskie,biologia,1
98745,2002,1984,M,Wrocław,dolnośląskie,biologia,3
28299,1998,1988,M,Częstochowa,śląskie,biologia,2
28299,1999,1988,M,Częstochowa,śląskie,biologia,2
28299,2000,1988,M,Częstochowa,śląskie,biologia,2
28299,2001,1988,M,Częstochowa,śląskie,biologia,2
28299,2002,1988,M,Częstochowa,śląskie,biologia,2
28299,2003,1988,M,Częstochowa,śląskie,biologia,3
28299,2004,1988,M,Częstochowa,śląskie,biologia,3
28299,2005,1988,M,Częstochowa,śląskie,biologia,3
499354,1998,1987,M,Lubin,dolnośląskie,,2
499354,1999,1987,M,Lubin,dolnośląskie,,2
499354,2000,1987,M,Lubin,dolnośląskie,,3
499354,2001,1987,M,Lubin,dolnośląskie,,3
499354,2002,1987,M,Lubin,dolnośląskie,,3
499354,2003,1987,M,Lubin,dolnośląskie,,3
499354,2004,1987,M,Lubin,dolnośląskie,,3
499354,2005,1987,M,Lubin,dolnośląskie,,3
442691,1999,1981,M,Przemyśl,podkarpackie,plastyka,1
501548,2003,1990,M,Częstochowa,śląskie,biologia,1
501548,2004,1990,M,Częstochowa,śląskie,biologia,1
62874,2003,1986,K,Szczecin,zachodniopomorskie,humanistyka,1
62874,2004,1986,K,Szczecin,zachodniopomorskie,humanistyka,2
748819,2003,1985,K,Słupsk,pomorskie,biologia,1
482353,1998,1984,M,Nowy Sącz,małopolskie,matematyka,1
686930,2004,1986,M,Ryn,warmińsko-mazurskie,fizyka,1
648360,2006,1991,K,Gryfino,zachodniopomorskie,matematyka,1
648360,2007,1991,K,Gryfino,zachodniopomorskie,matematyka,3
648360,2008,1991,K,Gryfino,zachodniopomorskie,matematyka,3
648360,2009,1991,K,Gryfino,zachodniopomorskie,matematyka,3
675410,2009,1992,K,Katowice,śląskie,humanistyka,1
675410,2010,1992,K,Katowice,śląskie,humanistyka,2
111965,1997,1985,K,Konstancin-Jeziorna,warszawskie,matematyka,1
681885,2008,1991,M,Piotrków Trybunalski,łódzkie,matematyka,1
681885,2009,1991,M,Piotrków Trybunalski,łódzkie,matematyka,2
488791,1997,1983,M,Jeżewo,kujawsko-pomorskie,humanistyka,2
488791,1998,1983,M,Jeżewo,kujawsko-pomorskie,humanistyka,2
488791,1999,1983,M,Jeżewo,kujawsko-pomorskie,humanistyka,3
488791,2000,1983,M,Jeżewo,kujawsko-pomorskie,humanistyka,3
488791,2001,1983,M,Jeżewo,kujawsko-pomorskie,humanistyka,3
745950,1997,1980,M,Warszawa,warszawskie,chemia,2
745950,1998,1980,M,Warszawa,warszawskie,chemia,1
626705,1997,1982,K,Gdańsk,pomorskie,matematyka,2
626705,1998,1982,K,Gdańsk,pomorskie,matematyka,2
925551,1997,1980,M,Hrubieszów,zamojskie,historia,2
925551,1998,1980,M,Hrubieszów,zamojskie,historia,2
806414,1999,1985,M,Szczecin,zachodniopomorskie,informatyka,1
806414,2000,1985,M,Szczecin,zachodniopomorskie,informatyka,2
806414,2001,1985,M,Szczecin,zachodniopomorskie,informatyka,3
806414,2002,1985,M,Szczecin,zachodniopomorskie,informatyka,3
806414,2003,1985,M,Szczecin,zachodniopomorskie,informatyka,3
985159,2009,1993,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
361891,2008,1994,K,Gliwice,śląskie,biologia,1
336809,2009,1992,K,Wręczyca Wielka,śląskie,biologia,1
641466,2008,1991,K,Wręczyca Wielka,śląskie,biologia,1
641466,2009,1991,K,Wręczyca Wielka,śląskie,biologia,2
859040,1998,1982,K,Łódź,łódzkie,biologia,2
436564,1997,1979,M,Chojnice,bydgoskie,biologia,3
747858,2005,1987,K,Aleksandrów Łódzki,łódzkie,biologia,2
496280,2006,1993,M,Sulejówek,mazowieckie,informatyka,1
496280,2007,1993,M,Sulejówek,mazowieckie,informatyka,1
169883,2007,1991,M,Nowogard,zachodniopomorskie,historia,1
169883,2008,1991,M,Nowogard,zachodniopomorskie,historia,1
169883,2009,1991,M,Nowogard,zachodniopomorskie,historia,2
476788,1997,1981,M,Podgórzyn,dolnośląskie,astronomia,1
476788,1998,1981,M,Podgórzyn,dolnośląskie,astronomia,2
476788,1999,1981,M,Podgórzyn,dolnośląskie,astronomia,3
831739,2006,1994,K,Kościerzyna,pomorskie,matematyka,1
494790,2009,1993,M,Rzeszów,podkarpackie,matematyka,1
494790,2010,1993,M,Rzeszów,podkarpackie,matematyka,3
977594,2007,1992,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
3390,1998,1982,M,Wrocław,dolnośląskie,matematyka,2
3390,1999,1982,M,Wrocław,dolnośląskie,matematyka,3
3390,2000,1982,M,Wrocław,dolnośląskie,matematyka,3
787984,1997,1981,M,Warszawa,warszawskie,humanistyka,2
787984,1998,1981,M,Warszawa,warszawskie,humanistyka,2
862983,2007,1995,M,Komorniki,wielkopolskie,historia,1
862983,2008,1995,M,Komorniki,wielkopolskie,historia,1
862983,2009,1995,M,Komorniki,wielkopolskie,historia,2
862983,2010,1995,M,Komorniki,wielkopolskie,historia,2
371059,1997,1983,M,Poznań,wielkopolskie,matematyka,2
371059,1998,1983,M,Poznań,wielkopolskie,matematyka,2
371059,1999,1983,M,Poznań,wielkopolskie,matematyka,2
371059,2000,1983,M,Poznań,wielkopolskie,matematyka,2
174318,2006,1992,M,Warszawa,mazowieckie,matematyka,1
562846,2006,1989,M,Trzebownisko,podkarpackie,historia,2
562846,2007,1989,M,Trzebownisko,podkarpackie,historia,3
443442,2008,1990,K,Krosno,podkarpackie,biologia,1
895662,2000,1982,K,Leszno,wielkopolskie,humanistyka,2
556524,2002,1989,M,Koszalin,zachodniopomorskie,informatyka,1
183527,2002,1986,K,Łódź,łódzkie,plastyka,2
183527,2003,1986,K,Łódź,łódzkie,plastyka,2
742318,2004,1988,M,Radom,mazowieckie,astronomia,1
742318,2005,1988,M,Radom,mazowieckie,astronomia,3
742318,2006,1988,M,Radom,mazowieckie,astronomia,3
985248,2000,1983,M,Bytów,pomorskie,filozofia,1
985248,2001,1983,M,Bytów,pomorskie,filozofia,3
200273,2009,1996,M,Czechowice-Dziedzice,śląskie,matematyka,1
200273,2010,1996,M,Czechowice-Dziedzice,śląskie,matematyka,1
192924,1997,1980,M,Police,szczecińskie,historia,2
192924,1998,1980,M,Police,szczecińskie,historia,2
556423,2007,1991,K,Kraków,małopolskie,matematyka,2
556423,2008,1991,K,Kraków,małopolskie,matematyka,1
376896,2008,1991,K,Warszawa,mazowieckie,humanistyka,2
376896,2009,1991,K,Warszawa,mazowieckie,humanistyka,2
773281,2009,1997,K,Żelechów,mazowieckie,,1
773281,2010,1997,K,Żelechów,mazowieckie,,1
275640,2004,1987,K,Skomielna Czarna,małopolskie,humanistyka,3
275640,2005,1987,K,Skomielna Czarna,małopolskie,humanistyka,3
177839,2004,1988,K,Bydgoszcz,kujawsko-pomorskie,matematyka,2
177839,2005,1988,K,Bydgoszcz,kujawsko-pomorskie,matematyka,2
766475,2004,1990,M,Wojcieszków,lubelskie,humanistyka,1
766475,2005,1990,M,Wojcieszków,lubelskie,humanistyka,1
824634,2006,1991,M,Siniarzewo,kujawsko-pomorskie,matematyka,1
824634,2007,1991,M,Siniarzewo,kujawsko-pomorskie,matematyka,1
839345,2007,1991,M,Bolesławiec,dolnośląskie,matematyka,2
839345,2008,1991,M,Bolesławiec,dolnośląskie,matematyka,1
839345,2009,1991,M,Bolesławiec,dolnośląskie,matematyka,2
908481,1998,1985,M,Police,zachodniopomorskie,matematyka,1
256655,2005,1988,M,Szczecin,zachodniopomorskie,historia,1
103037,2007,1991,K,Konin,wielkopolskie,humanistyka,1
103037,2008,1991,K,Konin,wielkopolskie,humanistyka,1
309970,2008,1995,M,Gdańsk,pomorskie,,2
309970,2009,1995,M,Gdańsk,pomorskie,,2
309970,2010,1995,M,Gdańsk,pomorskie,,2
915370,2010,1996,M,Nowy Sącz,małopolskie,historia,1
965157,1998,1985,M,Bydgoszcz,kujawsko-pomorskie,technika,2
965157,1999,1985,M,Bydgoszcz,kujawsko-pomorskie,technika,2
359567,1998,1983,M,Olsztyn,warmińsko-mazurskie,matematyka,1
359567,2000,1983,M,Olsztyn,warmińsko-mazurskie,matematyka,2
308608,1998,1981,K,Tomaszów Mazowiecki,piotrkowskie,humanistyka,1
721181,1999,1988,M,Gdańsk - Orunia,pomorskie,plastyka,2
35999,2003,1985,M,Łódź,łódzkie,fizyka,2
802779,2005,1986,K,Wałbrzych,dolnośląskie,biologia,1
12924,1997,1981,K,Tomaszów Mazowiecki,łódzkie,humanistyka,2
12924,1998,1981,K,Tomaszów Mazowiecki,łódzkie,humanistyka,2
12924,1999,1981,K,Tomaszów Mazowiecki,łódzkie,humanistyka,2
926286,2002,1988,K,Lubicz Górny,kujawsko-pomorskie,matematyka,1
289328,2004,1991,K,Białystok,podlaskie,matematyka,1
289328,2005,1991,K,Białystok,podlaskie,matematyka,1
289328,2009,1991,K,Białystok,podlaskie,matematyka,1
858338,2010,1993,M,Racibórz,śląskie,historia,3
158159,2010,1994,K,Łódź,łódzkie,chemia,1
406186,2010,1998,K,Białystok,podlaskie,fizyka,1
530026,2010,1994,M,Warszawa,mazowieckie,informatyka,1
939678,1997,1984,M,Pasym,warmińsko-mazurskie,matematyka,1
939678,1998,1984,M,Pasym,warmińsko-mazurskie,matematyka,1
939678,1999,1984,M,Pasym,warmińsko-mazurskie,matematyka,1
939678,2000,1984,M,Pasym,warmińsko-mazurskie,matematyka,2
967380,1998,1981,M,Wrocław,dolnośląskie,matematyka,3
967380,1999,1981,M,Wrocław,dolnośląskie,matematyka,3
175111,2010,1992,K,Bydgoszcz,kujawsko-pomorskie,humanistyka,1
424895,1998,1986,M,Czarne,pomorskie,geografia,1
270065,1998,1987,K,Włodawa,lubelskie,humanistyka,1
270065,1999,1987,K,Włodawa,lubelskie,humanistyka,1
231124,2008,1991,K,Szczecin,zachodniopomorskie,chemia,1
87096,2010,1994,K,Tyczyn,podkarpackie,biologia,1
38409,1999,1981,K,Kraków,małopolskie,humanistyka,1
451513,2001,1988,M,Gdynia,pomorskie,matematyka,1
451513,2002,1988,M,Gdynia,pomorskie,matematyka,2
451513,2003,1988,M,Gdynia,pomorskie,matematyka,3
451513,2004,1988,M,Gdynia,pomorskie,matematyka,3
451513,2005,1988,M,Gdynia,pomorskie,matematyka,3
451513,2006,1988,M,Gdynia,pomorskie,matematyka,3
809090,2003,1985,K,Rzeszów,podkarpackie,chemia,1
139256,2005,1986,K,Białowieża,podlaskie,plastyka,2
53144,2006,1990,K,Gdańsk,pomorskie,humanistyka,2
53144,2007,1990,K,Gdańsk,pomorskie,humanistyka,2
53144,2008,1990,K,Gdańsk,pomorskie,humanistyka,2
687536,1997,1984,K,Warszawa,warszawskie,humanistyka,1
86219,2005,1989,M,Radom,mazowieckie,humanistyka,1
765262,2007,1990,K,Warszawa,mazowieckie,matematyka,2
736265,2009,1994,M,Gliwice,śląskie,fizyka,1
985630,1998,1985,M,Zabierzów,małopolskie,informatyka,3
985630,1999,1985,M,Zabierzów,małopolskie,informatyka,3
985630,2000,1985,M,Zabierzów,małopolskie,informatyka,2
985630,2001,1985,M,Zabierzów,małopolskie,informatyka,2
985630,2002,1985,M,Zabierzów,małopolskie,informatyka,2
225045,1999,1989,M,Zabierzów,małopolskie,informatyka,1
225045,2000,1989,M,Zabierzów,małopolskie,informatyka,1
225045,2001,1989,M,Zabierzów,małopolskie,informatyka,1
753660,1998,1980,M,Pokrzydowo,toruńskie,informatyka,3
796449,2002,1985,K,Łódź,łódzkie,humanistyka,1
732770,2007,1989,K,Brzeszcze,małopolskie,historia,1
520667,2009,1991,M,Toruń,kujawsko-pomorskie,matematyka,2
845004,2001,1987,M,Bydgoszcz,kujawsko-pomorskie,humanistyka,1
845004,2002,1987,M,Bydgoszcz,kujawsko-pomorskie,humanistyka,2
845004,2003,1987,M,Bydgoszcz,kujawsko-pomorskie,humanistyka,3
845004,2004,1987,M,Bydgoszcz,kujawsko-pomorskie,humanistyka,3
845004,2005,1987,M,Bydgoszcz,kujawsko-pomorskie,humanistyka,3
287590,2004,1987,M,Warszawa,mazowieckie,chemia,3
287590,2005,1987,M,Warszawa,mazowieckie,chemia,3
157030,2004,1987,M,Katowice,śląskie,matematyka,1
808440,2003,1985,M,Częstochowa,śląskie,fizyka,1
305489,1997,1979,M,Kraków,krakowskie,matematyka,3
98955,1998,1985,M,Szczecin,zachodniopomorskie,humanistyka,1
98955,1999,1985,M,Szczecin,zachodniopomorskie,humanistyka,1
98955,2000,1985,M,Szczecin,zachodniopomorskie,humanistyka,1
667155,1997,1981,M,Kraków,krakowskie,matematyka,3
667155,1998,1981,M,Kraków,krakowskie,matematyka,3
814846,2006,1989,M,Warszawa,mazowieckie,geografia,1
846317,2008,1991,M,Czarny Dunajec,małopolskie,matematyka,1
749091,1997,1980,K,Skierniewice,łódzkie,chemia,2
749091,1998,1980,K,Skierniewice,łódzkie,chemia,3
323820,2000,1984,K,Legnica,dolnośląskie,chemia,1
323820,2001,1984,K,Legnica,dolnośląskie,chemia,1
323820,2002,1984,K,Legnica,dolnośląskie,chemia,1
963196,2000,1984,K,Lubaczów,podkarpackie,filozofia,1
963196,2001,1984,K,Lubaczów,podkarpackie,filozofia,1
963196,2002,1984,K,Lubaczów,podkarpackie,filozofia,1
972437,2001,1986,K,Warszawa,mazowieckie,matematyka,1
972437,2002,1986,K,Warszawa,mazowieckie,matematyka,2
972437,2003,1986,K,Warszawa,mazowieckie,matematyka,2
305586,2005,1989,K,Zawiercie,śląskie,matematyka,1
305586,2006,1989,K,Zawiercie,śląskie,matematyka,1
178097,1998,1982,M,Skierniewice,łódzkie,chemia,2
178097,1999,1982,M,Skierniewice,łódzkie,chemia,3
178097,2000,1982,M,Skierniewice,łódzkie,chemia,3
568576,2002,1994,M,Rakoniewice,wielkopolskie,chemia,1
568576,2003,1994,M,Rakoniewice,wielkopolskie,chemia,1
568576,2004,1994,M,Rakoniewice,wielkopolskie,chemia,1
568576,2005,1994,M,Rakoniewice,wielkopolskie,chemia,1
568576,2006,1994,M,Rakoniewice,wielkopolskie,chemia,2
361878,2002,1986,M,Włoszakowice,wielkopolskie,informatyka,1
361878,2003,1986,M,Włoszakowice,wielkopolskie,informatyka,1
543153,2003,1985,K,Inowrocław,kujawsko-pomorskie,astronomia,1
314968,2003,1988,K,Nowy Sącz,małopolskie,plastyka,2
314968,2004,1988,K,Nowy Sącz,małopolskie,plastyka,3
314968,2005,1988,K,Nowy Sącz,małopolskie,plastyka,3
314968,2006,1988,K,Nowy Sącz,małopolskie,plastyka,3
81743,1997,1981,M,Sulików,jeleniogórskie,chemia,1
81743,1997,1981,M,Sulików,jeleniogórskie,humanistyka,1
81743,1997,1981,M,Sulików,jeleniogórskie,matematyka,1
152173,2005,1987,K,Warszawa,mazowieckie,humanistyka,2
999787,1997,1980,M,Lubaczów,przemyskie,historia,1
999787,1998,1980,M,Lubaczów,przemyskie,historia,2
272850,2006,1991,K,Łubianka,kujawsko-pomorskie,biologia,1
272850,2007,1991,K,Łubianka,kujawsko-pomorskie,biologia,1
659983,2006,1989,M,Osielsko,kujawsko-pomorskie,historia,1
659983,2007,1989,M,Osielsko,kujawsko-pomorskie,historia,2
775722,2007,1990,K,Rzeszów,podkarpackie,chemia,1
775722,2008,1990,K,Rzeszów,podkarpackie,chemia,2
364130,2007,1999,M,Warszawa,mazowieckie,wielokierunkowe,1
364130,2008,1999,M,Warszawa,mazowieckie,wielokierunkowe,1
893439,2007,1993,K,Piastów,mazowieckie,plastyka,2
893439,2008,1993,K,Piastów,mazowieckie,plastyka,1
893439,2009,1993,K,Piastów,mazowieckie,plastyka,2
893439,2010,1993,K,Piastów,mazowieckie,plastyka,3
503682,1999,1982,M,Chełm,lubelskie,fizyka,3
503682,2000,1982,M,Chełm,lubelskie,fizyka,3
443274,2007,1991,M,Białystok,podlaskie,matematyka,2
443274,2008,1991,M,Białystok,podlaskie,matematyka,3
443274,2009,1991,M,Białystok,podlaskie,matematyka,3
41159,2010,1999,K,Warszawa,mazowieckie,humanistyka,2
616830,1999,1983,M,Łódź,łódzkie,chemia,1
616830,2000,1983,M,Łódź,łódzkie,chemia,3
616830,2001,1983,M,Łódź,łódzkie,chemia,3
609909,2005,1990,K,Gdów,małopolskie,plastyka,1
609909,2006,1990,K,Gdów,małopolskie,plastyka,1
609909,2007,1990,K,Gdów,małopolskie,plastyka,2
609909,2008,1990,K,Gdów,małopolskie,plastyka,2
568427,2007,1996,K,Poznań,wielkopolskie,matematyka,1
758841,2009,1996,M,Warszawa,mazowieckie,matematyka,1
758841,2010,1996,M,Warszawa,mazowieckie,matematyka,2
378379,1997,1981,M,Poznań,wielkopolskie,historia,3
378379,1998,1981,M,Poznań,wielkopolskie,historia,2
947434,2003,1985,M,Czersk,pomorskie,biologia,2
211638,2002,1990,K,Niegowić,małopolskie,plastyka,1
211638,2003,1990,K,Niegowić,małopolskie,plastyka,1
39336,1999,1984,M,Toruń,kujawsko-pomorskie,fizyka,1
39336,2000,1984,M,Toruń,kujawsko-pomorskie,fizyka,2
284421,2004,1992,K,Skrzydlna,małopolskie,humanistyka,2
284421,2005,1992,K,Skrzydlna,małopolskie,humanistyka,3
284421,2006,1992,K,Skrzydlna,małopolskie,humanistyka,2
284421,2007,1992,K,Skrzydlna,małopolskie,humanistyka,2
284421,2008,1992,K,Skrzydlna,małopolskie,humanistyka,1
691552,1998,1984,M,Lubin,dolnośląskie,matematyka,1
691552,1999,1984,M,Lubin,dolnośląskie,matematyka,2
691552,2000,1984,M,Lubin,dolnośląskie,matematyka,1
914015,2007,1989,K,Tarnów,małopolskie,humanistyka,1
125973,2009,1993,M,Rzeszów,podkarpackie,matematyka,1
125973,2010,1993,M,Rzeszów,podkarpackie,matematyka,2
132883,2010,1993,M,Tymbark,małopolskie,matematyka,1
928293,2010,1995,K,Skarżysko-Kamienna,świętokrzyskie,historia,2
616981,2003,1987,K,Toruń,kujawsko-pomorskie,nauki społeczne,1
616981,2004,1987,K,Toruń,kujawsko-pomorskie,nauki społeczne,2
616981,2005,1987,K,Toruń,kujawsko-pomorskie,nauki społeczne,3
326720,2005,1988,K,Kraków,małopolskie,balet,1
326720,2006,1988,K,Kraków,małopolskie,balet,2
787733,1997,1983,M,Warszawa,mazowieckie,plastyka,2
787733,1998,1983,M,Warszawa,mazowieckie,plastyka,3
787733,1999,1983,M,Warszawa,mazowieckie,plastyka,3
787733,2000,1983,M,Warszawa,mazowieckie,plastyka,3
787733,2001,1983,M,Warszawa,mazowieckie,plastyka,3
136171,2001,1984,M,Korczyna,podkarpackie,matematyka,3
136171,2002,1984,M,Korczyna,podkarpackie,matematyka,3
547361,2002,1985,M,Lubartów,lubelskie,technika,1
547361,2003,1985,M,Lubartów,lubelskie,technika,1
979123,2004,1988,K,Bogucice,małopolskie,humanistyka,1
979123,2005,1988,K,Bogucice,małopolskie,humanistyka,1
291025,2005,1988,M,Lubliniec,śląskie,chemia,1
291025,2006,1988,M,Lubliniec,śląskie,chemia,1
401825,1999,1984,M,Włodawa,lubelskie,fizyka,1
401825,2000,1984,M,Włodawa,lubelskie,fizyka,1
276533,2005,1991,M,Lublin,lubelskie,historia,1
276533,2006,1991,M,Lublin,lubelskie,historia,1
276533,2007,1991,M,Lublin,lubelskie,historia,2
276533,2008,1991,M,Lublin,lubelskie,historia,1
67457,1999,1987,M,Choszczno,zachodniopomorskie,matematyka,1
67457,2000,1987,M,Choszczno,zachodniopomorskie,matematyka,2
67457,2001,1987,M,Choszczno,zachodniopomorskie,matematyka,1
67457,2002,1987,M,Choszczno,zachodniopomorskie,matematyka,1
67457,2003,1987,M,Choszczno,zachodniopomorskie,matematyka,2
67457,2004,1987,M,Choszczno,zachodniopomorskie,matematyka,2
67457,2005,1987,M,Choszczno,zachodniopomorskie,matematyka,3
471712,2003,1985,K,Głowno,łódzkie,biologia,1
713520,2010,1994,M,Bydgoszcz,kujawsko-pomorskie,informatyka,1
559352,2010,1992,M,Gogolin,opolskie,fizyka,1
918174,1999,1983,K,Krasnystaw,lubelskie,plastyka,1
827966,2004,1995,M,Czapury,wielkopolskie,fizyka,1
827966,2005,1995,M,Czapury,wielkopolskie,fizyka,1
298889,2009,1994,K,Nadarzyn-Wolica 126,mazowieckie,muzyka,3
298889,2010,1994,K,Nadarzyn-Wolica 126,mazowieckie,muzyka,3
149779,1998,1982,M,Łowicz,łódzkie,chemia,2
149779,1999,1982,M,Łowicz,łódzkie,chemia,3
149779,2000,1982,M,Łowicz,łódzkie,chemia,3
574838,2002,1984,K,Łuków,lubelskie,matematyka,1
141594,2003,1986,K,Rzeszów,podkarpackie,plastyka,2
141594,2004,1986,K,Rzeszów,podkarpackie,plastyka,1
171836,2004,1988,K,Radom,mazowieckie,humanistyka,1
171836,2005,1988,K,Radom,mazowieckie,humanistyka,1
48429,2010,1992,M,Lublin,lubelskie,matematyka,1
838466,2006,1993,K,Ostrów Wlkp.,wielkopolskie,,2
408633,2009,1999,K,Wrocław,dolnośląskie,humanistyka,1
408633,2010,1999,K,Wrocław,dolnośląskie,humanistyka,3
107751,1999,1981,M,Sosnowiec,śląskie,biologia,2
943211,2001,1988,K,Lubliniec,śląskie,humanistyka,1
943211,2002,1988,K,Lubliniec,śląskie,humanistyka,1
943211,2003,1988,K,Lubliniec,śląskie,humanistyka,2
936531,2001,1983,K,Bolesławiec,dolnośląskie,nauki społeczne,3
744970,1997,1980,M,Olkusz,katowickie,chemia,3
744970,1998,1980,M,Olkusz,katowickie,chemia,3
760889,2004,1994,M,Wrocław,dolnośląskie,biologia,1
497859,1997,1982,K,Siedlce,mazowieckie,nauki społeczne,2
497859,1998,1982,K,Siedlce,mazowieckie,nauki społeczne,1
774041,2002,1988,K,Warszawa,mazowieckie,matematyka,1
774041,2003,1988,K,Warszawa,mazowieckie,matematyka,1
66475,1997,1988,M,Gdańsk,pomorskie,matematyka,1
66475,1998,1988,M,Gdańsk,pomorskie,matematyka,1
66475,1999,1988,M,Gdańsk,pomorskie,matematyka,2
66475,2000,1988,M,Gdańsk,pomorskie,matematyka,2
66475,2003,1988,M,Gdańsk,pomorskie,matematyka,1
66475,2004,1988,M,Gdańsk,pomorskie,matematyka,1
716928,1997,1983,M,Płochocin,warszawskie,geografia,1
716928,1997,1983,M,Płochocin,warszawskie,historia,1
923428,1999,1982,K,Hrubieszów,lubelskie,filozofia,1
507492,1999,1983,M,Puławy,lubelskie,fizyka,1
507492,2000,1983,M,Puławy,lubelskie,fizyka,1
261204,2005,1992,M,Poznań,wielkopolskie,,1
261204,2006,1992,M,Poznań,wielkopolskie,,2
261204,2007,1992,M,Poznań,wielkopolskie,,2
261204,2008,1992,M,Poznań,wielkopolskie,,3
261204,2009,1992,M,Poznań,wielkopolskie,,3
261204,2010,1992,M,Poznań,wielkopolskie,,3
376280,1999,1982,M,Wrocław,dolnośląskie,chemia,3
376280,2000,1982,M,Wrocław,dolnośląskie,chemia,3
761796,2001,1986,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
761796,2002,1986,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
534948,2008,1990,M,Brzesko,małopolskie,biologia,2
657619,2008,1995,K,Ełk,warmińsko-mazurskie,biologia,1
657619,2009,1995,K,Ełk,warmińsko-mazurskie,biologia,1
657619,2010,1995,K,Ełk,warmińsko-mazurskie,biologia,2
576400,2010,1993,M,Łódź,łódzkie,fizyka,2
795266,2010,1998,M,Bielsko-Biała,śląskie,matematyka,1
125088,2010,1993,M,Kraków,małopolskie,informatyka,1
88871,2003,1986,M,Brzesko,małopolskie,biologia,2
741186,2003,1995,K,Skąpe,lubuskie,plastyka,2
741186,2004,1995,K,Skąpe,lubuskie,plastyka,2
741186,2005,1995,K,Skąpe,lubuskie,plastyka,2
741186,2006,1995,K,Skąpe,lubuskie,plastyka,2
741186,2007,1995,K,Skąpe,lubuskie,plastyka,2
741186,2008,1995,K,Skąpe,lubuskie,plastyka,2
808495,2006,1990,K,Jasienica Dolna,opolskie,biologia,1
808495,2007,1990,K,Jasienica Dolna,opolskie,biologia,2
808495,2008,1990,K,Jasienica Dolna,opolskie,biologia,2
104527,1997,1982,M,Kożuchów,zielonogórskie,matematyka,1
80873,2003,1990,M,Brójce Lub.,lubuskie,humanistyka,1
914633,2003,1990,K,Biała Piska,warmińsko-mazurskie,matematyka,1
914633,2004,1990,K,Biała Piska,warmińsko-mazurskie,matematyka,1
914633,2005,1990,K,Biała Piska,warmińsko-mazurskie,matematyka,2
914633,2006,1990,K,Biała Piska,warmińsko-mazurskie,matematyka,1
780096,2006,1995,K,Warszawa,mazowieckie,matematyka,1
780096,2007,1995,K,Warszawa,mazowieckie,matematyka,1
221502,2006,1988,K,Kraków,małopolskie,chemia,2
823399,2006,1989,M,Gorzów Wlkp.,lubuskie,informatyka,3
823399,2007,1989,M,Gorzów Wlkp.,lubuskie,informatyka,3
852518,2007,1990,M,Katowice,śląskie,matematyka,1
852518,2008,1990,M,Katowice,śląskie,matematyka,2
79323,2008,1991,K,Kraków,małopolskie,fizyka,2
79323,2009,1991,K,Kraków,małopolskie,fizyka,3
801915,1997,1987,M,Przecław,zachodniopomorskie,plastyka,3
801915,1998,1987,M,Przecław,zachodniopomorskie,plastyka,3
801915,1999,1987,M,Przecław,zachodniopomorskie,plastyka,3
801915,2000,1987,M,Przecław,zachodniopomorskie,plastyka,3
